latitude,longitude,value
37.728,-122.449,1
37.728,-122.473,1
37.728,-122.444,7
37.728,-122.379,1
37.728,-122.43,9
37.729,-122.472,18
37.729,-122.43,2
37.729,-122.404,21
37.729,-122.398,6
37.729,-122.435,9
37.729,-122.457,13
37.729,-122.387,5
37.729,-122.425,4
37.729,-122.397,20
37.729,-122.431,17
37.729,-122.475,9
37.729,-122.412,7
37.729,-122.434,16
37.729,-122.439,12
37.729,-122.427,3
37.729,-122.458,9
37.729,-122.409,2
37.729,-122.389,1
37.729,-122.37,21
37.729,-122.465,6
37.729,-122.456,13
37.729,-122.444,16
37.729,-122.453,8
37.729,-122.447,13
37.729,-122.405,3
37.729,-122.41,1
37.729,-122.426,17
37.729,-122.44,14
37.729,-122.367,2
37.729,-122.432,13
37.729,-122.418,17
37.729,-122.411,4
37.729,-122.39,5
37.729,-122.429,7
37.729,-122.428,11
37.729,-122.437,6
37.729,-122.47,11
37.729,-122.468,16
37.729,-122.441,3
37.729,-122.385,4
37.729,-122.384,12
37.729,-122.393,6
37.729,-122.422,10
37.729,-122.42,9
37.729,-122.449,21
37.729,-122.423,6
37.729,-122.464,3
37.729,-122.424,3
37.729,-122.433,5
37.729,-122.446,16
37.729,-122.401,3
37.729,-122.395,6
37.729,-122.369,15
37.729,-122.38,6
37.729,-122.417,14
37.729,-122.461,6
37.729,-122.382,4
37.729,-122.383,8
37.729,-122.451,10
37.729,-122.419,7
37.729,-122.374,3
37.729,-122.373,2
37.729,-122.414,3
37.729,-122.443,9
37.729,-122.455,5
37.729,-122.462,5
37.729,-122.421,16
37.729,-122.407,2
37.729,-122.454,7
37.729,-122.436,3
37.729,-122.379,2
37.729,-122.413,11
37.729,-122.463,2
37.729,-122.416,7
37.729,-122.391,2
37.729,-122.386,1
37.729,-122.415,4
37.729,-122.459,6
37.729,-122.45,9
37.729,-122.452,4
37.729,-122.448,7
37.729,-122.445,11
37.729,-122.438,7
37.729,-122.408,2
37.729,-122.406,1
37.729,-122.371,3
37.729,-122.402,2
37.729,-122.368,3
37.729,-122.467,2
37.729,-122.493,1
37.729,-122.469,1
37.729,-122.442,4
37.729,-122.394,2
37.729,-122.392,2
37.729,-122.372,1
37.73,-122.428,15
37.73,-122.38,7
37.73,-122.433,17
37.73,-122.434,12
37.73,-122.425,6
37.73,-122.495,1
37.73,-122.451,9
37.73,-122.383,13
37.73,-122.431,10
37.73,-122.435,8
37.73,-122.497,1
37.73,-122.372,9
37.73,-122.457,13
37.73,-122.436,6
37.73,-122.458,9
37.73,-122.449,13
37.73,-122.468,10
37.73,-122.413,6
37.73,-122.438,1
37.73,-122.407,7
37.73,-122.43,12
37.73,-122.426,14
37.73,-122.472,28
37.73,-122.454,8
37.73,-122.393,7
37.73,-122.404,5
37.73,-122.437,15
37.73,-122.475,9
37.73,-122.417,3
37.73,-122.391,1
37.73,-122.462,3
37.73,-122.384,12
37.73,-122.385,13
37.73,-122.465,2
37.73,-122.414,7
37.73,-122.44,1
37.73,-122.463,6
37.73,-122.442,8
37.73,-122.392,8
37.73,-122.381,7
37.73,-122.415,5
37.73,-122.409,5
37.73,-122.416,4
37.73,-122.456,14
37.73,-122.4,1
37.73,-122.375,3
37.73,-122.39,4
37.73,-122.494,1
37.73,-122.386,14
37.73,-122.411,4
37.73,-122.406,8
37.73,-122.467,9
37.73,-122.395,2
37.73,-122.455,7
37.73,-122.405,6
37.73,-122.444,9
37.73,-122.373,4
37.73,-122.421,2
37.73,-122.445,12
37.73,-122.452,10
37.73,-122.502,1
37.73,-122.453,3
37.73,-122.469,2
37.73,-122.382,1
37.73,-122.448,7
37.73,-122.446,5
37.73,-122.45,6
37.73,-122.412,12
37.73,-122.447,7
37.73,-122.376,1
37.73,-122.429,5
37.73,-122.394,6
37.73,-122.398,5
37.73,-122.443,6
37.73,-122.422,1
37.73,-122.41,5
37.73,-122.441,1
37.73,-122.389,1
37.73,-122.374,2
37.73,-122.427,3
37.73,-122.403,4
37.73,-122.396,3
37.73,-122.408,3
37.73,-122.42,1
37.73,-122.464,2
37.73,-122.432,15
37.73,-122.459,2
37.73,-122.419,1
37.73,-122.47,4
37.73,-122.473,3
37.73,-122.377,1
37.73,-122.424,2
37.73,-122.466,1
37.73,-122.388,1
37.73,-122.493,1
37.73,-122.397,1
37.73,-122.474,3
37.73,-122.387,1
37.731,-122.392,11
37.731,-122.394,13
37.731,-122.472,15
37.731,-122.401,1
37.731,-122.466,7
37.731,-122.386,12
37.731,-122.469,3
37.731,-122.434,3
37.731,-122.412,2
37.731,-122.473,16
37.731,-122.474,9
37.731,-122.383,12
37.731,-122.432,7
37.731,-122.405,13
37.731,-122.495,1
37.731,-122.415,7
37.731,-122.446,16
37.731,-122.436,2
37.731,-122.47,10
37.731,-122.442,21
37.731,-122.431,26
37.731,-122.414,6
37.731,-122.382,17
37.731,-122.465,7
37.731,-122.444,13
37.731,-122.426,18
37.731,-122.451,19
37.731,-122.416,2
37.731,-122.428,6
37.731,-122.38,5
37.731,-122.393,4
37.731,-122.39,9
37.731,-122.463,1
37.731,-122.407,2
37.731,-122.402,2
37.731,-122.411,5
37.731,-122.406,4
37.731,-122.456,17
37.731,-122.452,10
37.731,-122.381,16
37.731,-122.385,2
37.731,-122.448,14
37.731,-122.445,10
37.731,-122.453,21
37.731,-122.396,3
37.731,-122.443,11
37.731,-122.41,11
37.731,-122.45,9
37.731,-122.43,21
37.731,-122.447,16
37.731,-122.471,1
37.731,-122.458,1
37.731,-122.391,7
37.731,-122.439,15
37.731,-122.441,13
37.731,-122.423,1
37.731,-122.433,13
37.731,-122.44,19
37.731,-122.467,4
37.731,-122.387,6
37.731,-122.475,7
37.731,-122.413,6
37.731,-122.409,13
37.731,-122.449,10
37.731,-122.455,8
37.731,-122.461,5
37.731,-122.427,6
37.731,-122.398,3
37.731,-122.4,1
37.731,-122.468,7
37.731,-122.403,2
37.731,-122.425,16
37.731,-122.419,2
37.731,-122.464,4
37.731,-122.424,1
37.731,-122.388,5
37.731,-122.454,9
37.731,-122.377,3
37.731,-122.422,3
37.731,-122.408,4
37.731,-122.389,3
37.731,-122.417,1
37.731,-122.477,2
37.731,-122.438,10
37.731,-122.484,1
37.731,-122.418,1
37.731,-122.457,2
37.731,-122.498,1
37.731,-122.395,2
37.731,-122.429,1
37.731,-122.481,3
37.731,-122.374,1
37.731,-122.483,1
37.731,-122.49,2
37.731,-122.378,3
37.731,-122.397,1
37.731,-122.375,2
37.732,-122.454,2
37.732,-122.383,22
37.732,-122.388,6
37.732,-122.375,3
37.732,-122.431,8
37.732,-122.39,14
37.732,-122.432,1
37.732,-122.382,17
37.732,-122.475,16
37.732,-122.413,8
37.732,-122.453,17
37.732,-122.451,16
37.732,-122.487,1
37.732,-122.452,6
37.732,-122.465,7
37.732,-122.45,10
37.732,-122.386,2
37.732,-122.449,14
37.732,-122.461,5
37.732,-122.447,25
37.732,-122.43,7
37.732,-122.448,23
37.732,-122.398,1
37.732,-122.394,8
37.732,-122.446,19
37.732,-122.445,18
37.732,-122.479,4
37.732,-122.444,25
37.732,-122.443,17
37.732,-122.433,2
37.732,-122.442,18
37.732,-122.44,11
37.732,-122.441,17
37.732,-122.48,2
37.732,-122.405,4
37.732,-122.439,11
37.732,-122.438,17
37.732,-122.437,5
37.732,-122.389,6
37.732,-122.467,14
37.732,-122.412,4
37.732,-122.408,7
37.732,-122.381,2
37.732,-122.411,2
37.732,-122.468,5
37.732,-122.409,2
37.732,-122.47,8
37.732,-122.387,8
37.732,-122.38,9
37.732,-122.473,2
37.732,-122.458,2
37.732,-122.481,2
37.732,-122.466,5
37.732,-122.376,4
37.732,-122.455,4
37.732,-122.393,15
37.732,-122.414,1
37.732,-122.392,13
37.732,-122.476,3
37.732,-122.391,4
37.732,-122.469,5
37.732,-122.407,5
37.732,-122.378,4
37.732,-122.474,6
37.732,-122.457,3
37.732,-122.46,1
37.732,-122.406,3
37.732,-122.384,6
37.732,-122.436,3
37.732,-122.477,3
37.732,-122.482,3
37.732,-122.435,2
37.732,-122.463,2
37.732,-122.41,3
37.732,-122.377,1
37.732,-122.478,2
37.732,-122.462,2
37.732,-122.404,1
37.733,-122.393,7
37.733,-122.461,3
37.733,-122.44,20
37.733,-122.392,18
37.733,-122.437,8
37.733,-122.378,4
37.733,-122.469,16
37.733,-122.444,12
37.733,-122.47,9
37.733,-122.384,19
37.733,-122.404,12
37.733,-122.442,20
37.733,-122.381,17
37.733,-122.38,18
37.733,-122.39,7
37.733,-122.387,13
37.733,-122.388,9
37.733,-122.379,8
37.733,-122.412,2
37.733,-122.457,2
37.733,-122.477,1
37.733,-122.464,7
37.733,-122.481,3
37.733,-122.377,1
37.733,-122.462,1
37.733,-122.436,10
37.733,-122.456,2
37.733,-122.385,35
37.733,-122.475,13
37.733,-122.487,1
37.733,-122.409,9
37.733,-122.422,1
37.733,-122.391,15
37.733,-122.455,1
37.733,-122.465,16
37.733,-122.395,1
37.733,-122.468,11
37.733,-122.389,9
37.733,-122.474,2
37.733,-122.398,1
37.733,-122.483,1
37.733,-122.451,8
37.733,-122.46,1
37.733,-122.394,3
37.733,-122.429,7
37.733,-122.43,14
37.733,-122.459,5
37.733,-122.415,5
37.733,-122.386,13
37.733,-122.41,8
37.733,-122.426,1
37.733,-122.435,4
37.733,-122.432,7
37.733,-122.449,9
37.733,-122.471,3
37.733,-122.473,4
37.733,-122.382,8
37.733,-122.434,6
37.733,-122.424,1
37.733,-122.408,2
37.733,-122.482,1
37.733,-122.452,5
37.733,-122.428,5
37.733,-122.453,9
37.733,-122.417,4
37.733,-122.431,7
37.733,-122.445,7
37.733,-122.45,4
37.733,-122.448,6
37.733,-122.467,2
37.733,-122.466,6
37.733,-122.441,11
37.733,-122.414,8
37.733,-122.439,5
37.733,-122.406,3
37.733,-122.49,1
37.733,-122.446,4
37.733,-122.443,2
37.733,-122.427,2
37.733,-122.472,1
37.733,-122.458,3
37.733,-122.438,5
37.733,-122.447,4
37.733,-122.383,7
37.733,-122.407,1
37.733,-122.479,2
37.733,-122.402,1
37.733,-122.413,1
37.733,-122.433,5
37.733,-122.476,1
37.733,-122.48,1
37.733,-122.425,2
37.733,-122.405,1
37.734,-122.435,38
37.734,-122.384,2
37.734,-122.436,38
37.734,-122.398,7
37.734,-122.385,36
37.734,-122.386,25
37.734,-122.413,5
37.734,-122.43,11
37.734,-122.444,36
37.734,-122.476,5
37.734,-122.44,11
37.734,-122.392,21
37.734,-122.382,19
37.734,-122.47,19
37.734,-122.48,2
37.734,-122.466,6
37.734,-122.442,17
37.734,-122.475,15
37.734,-122.457,5
37.734,-122.462,6
37.734,-122.389,16
37.734,-122.417,7
37.734,-122.404,6
37.734,-122.38,3
37.734,-122.393,23
37.734,-122.456,3
37.734,-122.394,20
37.734,-122.377,1
37.734,-122.426,7
37.734,-122.434,7
37.734,-122.451,4
37.734,-122.469,5
37.734,-122.408,3
37.734,-122.391,23
37.734,-122.416,6
37.734,-122.439,12
37.734,-122.468,13
37.734,-122.465,10
37.734,-122.403,9
37.734,-122.387,7
37.734,-122.427,5
37.734,-122.428,6
37.734,-122.467,4
37.734,-122.39,11
37.734,-122.447,3
37.734,-122.441,8
37.734,-122.429,7
37.734,-122.458,5
37.734,-122.45,8
37.734,-122.4,5
37.734,-122.452,2
37.734,-122.443,12
37.734,-122.464,4
37.734,-122.399,10
37.734,-122.446,8
37.734,-122.445,12
37.734,-122.438,17
37.734,-122.388,14
37.734,-122.472,15
37.734,-122.379,2
37.734,-122.449,3
37.734,-122.477,6
37.734,-122.473,1
37.734,-122.471,7
37.734,-122.437,38
37.734,-122.481,2
37.734,-122.423,1
37.734,-122.383,19
37.734,-122.474,2
37.734,-122.431,15
37.734,-122.432,5
37.734,-122.433,10
37.734,-122.459,2
37.734,-122.454,3
37.734,-122.46,1
37.734,-122.407,2
37.734,-122.401,1
37.734,-122.412,4
37.734,-122.491,3
37.734,-122.489,3
37.734,-122.49,1
37.734,-122.493,2
37.734,-122.494,15
37.734,-122.419,2
37.734,-122.488,1
37.734,-122.448,5
37.734,-122.402,2
37.734,-122.485,1
37.734,-122.397,1
37.734,-122.42,1
37.734,-122.492,1
37.734,-122.499,1
37.734,-122.425,1
37.734,-122.414,1
37.735,-122.48,4
37.735,-122.491,5
37.735,-122.43,23
37.735,-122.445,8
37.735,-122.465,14
37.735,-122.432,20
37.735,-122.403,3
37.735,-122.438,22
37.735,-122.464,5
37.735,-122.461,1
37.735,-122.39,9
37.735,-122.458,5
37.735,-122.426,6
37.735,-122.436,16
37.735,-122.443,7
37.735,-122.385,21
37.735,-122.386,44
37.735,-122.384,31
37.735,-122.449,4
37.735,-122.425,8
37.735,-122.439,17
37.735,-122.473,2
37.735,-122.392,9
37.735,-122.387,12
37.735,-122.391,17
37.735,-122.437,11
37.735,-122.435,7
37.735,-122.468,8
37.735,-122.494,27
37.735,-122.455,10
37.735,-122.47,9
37.735,-122.434,15
37.735,-122.427,7
37.735,-122.378,1
37.735,-122.393,9
37.735,-122.472,8
37.735,-122.398,4
37.735,-122.394,3
37.735,-122.383,22
37.735,-122.433,18
37.735,-122.428,14
37.735,-122.382,10
37.735,-122.45,4
37.735,-122.466,10
37.735,-122.462,6
37.735,-122.444,16
37.735,-122.379,2
37.735,-122.467,7
37.735,-122.486,2
37.735,-122.389,4
37.735,-122.414,8
37.735,-122.407,4
37.735,-122.469,11
37.735,-122.416,11
37.735,-122.49,4
37.735,-122.471,6
37.735,-122.417,8
37.735,-122.479,1
37.735,-122.44,13
37.735,-122.413,4
37.735,-122.441,14
37.735,-122.446,5
37.735,-122.395,1
37.735,-122.431,11
37.735,-122.442,2
37.735,-122.399,3
37.735,-122.476,1
37.735,-122.456,9
37.735,-122.377,10
37.735,-122.401,3
37.735,-122.388,8
37.735,-122.454,1
37.735,-122.402,2
37.735,-122.447,2
37.735,-122.419,3
37.735,-122.396,3
37.735,-122.412,3
37.735,-122.42,4
37.735,-122.418,1
37.735,-122.492,1
37.735,-122.421,8
37.735,-122.429,11
37.735,-122.493,4
37.735,-122.415,4
37.735,-122.422,4
37.735,-122.411,5
37.735,-122.453,3
37.735,-122.452,1
37.735,-122.423,6
37.735,-122.424,4
37.735,-122.46,1
37.735,-122.482,2
37.735,-122.448,1
37.735,-122.404,3
37.735,-122.501,1
37.735,-122.397,4
37.735,-122.459,3
37.735,-122.41,4
37.735,-122.4,1
37.735,-122.503,2
37.735,-122.506,1
37.735,-122.505,1
37.736,-122.393,12
37.736,-122.457,5
37.736,-122.494,29
37.736,-122.412,11
37.736,-122.387,12
37.736,-122.438,6
37.736,-122.429,7
37.736,-122.385,13
37.736,-122.427,23
37.736,-122.444,4
37.736,-122.458,1
37.736,-122.455,3
37.736,-122.464,32
37.736,-122.399,13
37.736,-122.435,17
37.736,-122.466,6
37.736,-122.47,17
37.736,-122.415,14
37.736,-122.434,27
37.736,-122.453,8
37.736,-122.454,1
37.736,-122.41,2
37.736,-122.414,10
37.736,-122.493,3
37.736,-122.416,25
37.736,-122.447,6
37.736,-122.417,11
37.736,-122.39,11
37.736,-122.439,12
37.736,-122.491,7
37.736,-122.382,11
37.736,-122.432,12
37.736,-122.433,8
37.736,-122.467,5
37.736,-122.465,8
37.736,-122.471,9
37.736,-122.392,11
37.736,-122.394,13
37.736,-122.386,63
37.736,-122.389,14
37.736,-122.468,14
37.736,-122.403,1
37.736,-122.383,27
37.736,-122.413,4
37.736,-122.431,19
37.736,-122.397,10
37.736,-122.503,12
37.736,-122.506,8
37.736,-122.418,10
37.736,-122.504,6
37.736,-122.505,11
37.736,-122.469,5
37.736,-122.452,1
37.736,-122.463,9
37.736,-122.42,5
37.736,-122.419,8
37.736,-122.384,22
37.736,-122.473,3
37.736,-122.499,4
37.736,-122.43,9
37.736,-122.4,2
37.736,-122.421,10
37.736,-122.49,1
37.736,-122.379,2
37.736,-122.46,2
37.736,-122.428,5
37.736,-122.395,7
37.736,-122.398,5
37.736,-122.422,5
37.736,-122.388,22
37.736,-122.437,7
37.736,-122.436,9
37.736,-122.449,5
37.736,-122.409,3
37.736,-122.391,3
37.736,-122.423,5
37.736,-122.396,5
37.736,-122.404,4
37.736,-122.45,4
37.736,-122.44,9
37.736,-122.425,4
37.736,-122.424,9
37.736,-122.451,1
37.736,-122.462,3
37.736,-122.426,11
37.736,-122.456,4
37.736,-122.411,6
37.736,-122.381,8
37.736,-122.38,5
37.736,-122.405,1
37.736,-122.5,1
37.736,-122.492,1
37.736,-122.445,5
37.736,-122.448,4
37.737,-122.421,5
37.737,-122.392,7
37.737,-122.383,8
37.737,-122.426,33
37.737,-122.422,14
37.737,-122.381,14
37.737,-122.462,8
37.737,-122.429,18
37.737,-122.384,16
37.737,-122.464,8
37.737,-122.431,2
37.737,-122.493,5
37.737,-122.415,13
37.737,-122.396,13
37.737,-122.499,1
37.737,-122.438,8
37.737,-122.389,6
37.737,-122.395,13
37.737,-122.435,18
37.737,-122.424,6
37.737,-122.417,10
37.737,-122.436,13
37.737,-122.38,7
37.737,-122.469,15
37.737,-122.399,9
37.737,-122.466,13
37.737,-122.44,3
37.737,-122.412,10
37.737,-122.394,7
37.737,-122.498,3
37.737,-122.434,20
37.737,-122.411,9
37.737,-122.47,8
37.737,-122.447,2
37.737,-122.5,9
37.737,-122.423,15
37.737,-122.437,2
37.737,-122.427,8
37.737,-122.379,5
37.737,-122.386,29
37.737,-122.492,5
37.737,-122.391,13
37.737,-122.463,16
37.737,-122.398,8
37.737,-122.387,13
37.737,-122.468,11
37.737,-122.451,2
37.737,-122.495,1
37.737,-122.456,1
37.737,-122.39,18
37.737,-122.501,1
37.737,-122.445,3
37.737,-122.428,12
37.737,-122.393,8
37.737,-122.388,17
37.737,-122.385,11
37.737,-122.471,8
37.737,-122.504,4
37.737,-122.413,12
37.737,-122.43,11
37.737,-122.446,1
37.737,-122.505,2
37.737,-122.494,19
37.737,-122.409,2
37.737,-122.425,14
37.737,-122.433,4
37.737,-122.414,9
37.737,-122.465,5
37.737,-122.461,3
37.737,-122.41,3
37.737,-122.397,11
37.737,-122.467,5
37.737,-122.416,19
37.737,-122.45,1
37.737,-122.407,2
37.737,-122.457,1
37.737,-122.4,7
37.737,-122.488,2
37.737,-122.439,6
37.737,-122.418,11
37.737,-122.404,5
37.737,-122.382,8
37.737,-122.419,5
37.737,-122.496,1
37.737,-122.503,1
37.737,-122.48,1
37.737,-122.502,3
37.737,-122.489,1
37.737,-122.506,1
37.737,-122.481,1
37.738,-122.384,14
37.738,-122.388,17
37.738,-122.435,15
37.738,-122.476,2
37.738,-122.404,1
37.738,-122.494,27
37.738,-122.5,11
37.738,-122.386,30
37.738,-122.399,6
37.738,-122.427,18
37.738,-122.466,9
37.738,-122.389,17
37.738,-122.41,20
37.738,-122.43,14
37.738,-122.428,8
37.738,-122.397,10
37.738,-122.492,2
37.738,-122.381,35
37.738,-122.385,25
37.738,-122.421,12
37.738,-122.469,22
37.738,-122.433,8
37.738,-122.436,12
37.738,-122.463,16
37.738,-122.462,6
37.738,-122.415,20
37.738,-122.48,8
37.738,-122.426,10
37.738,-122.39,16
37.738,-122.416,8
37.738,-122.418,18
37.738,-122.413,18
37.738,-122.488,8
37.738,-122.383,3
37.738,-122.396,11
37.738,-122.464,9
37.738,-122.379,15
37.738,-122.425,28
37.738,-122.393,6
37.738,-122.382,22
37.738,-122.429,12
37.738,-122.471,5
37.738,-122.458,3
37.738,-122.459,5
37.738,-122.424,11
37.738,-122.438,1
37.738,-122.414,9
37.738,-122.391,14
37.738,-122.467,12
37.738,-122.473,2
37.738,-122.489,7
37.738,-122.412,17
37.738,-122.417,7
37.738,-122.472,12
37.738,-122.411,9
37.738,-122.493,1
37.738,-122.479,6
37.738,-122.452,1
37.738,-122.398,15
37.738,-122.474,5
37.738,-122.437,9
37.738,-122.468,3
37.738,-122.47,7
37.738,-122.446,5
37.738,-122.495,6
37.738,-122.387,28
37.738,-122.422,9
37.738,-122.481,12
37.738,-122.465,6
37.738,-122.503,1
37.738,-122.434,5
37.738,-122.423,5
37.738,-122.432,4
37.738,-122.44,4
37.738,-122.46,1
37.738,-122.445,7
37.738,-122.401,1
37.738,-122.419,10
37.738,-122.49,1
37.738,-122.444,10
37.738,-122.392,9
37.738,-122.501,2
37.738,-122.506,1
37.738,-122.38,12
37.738,-122.448,3
37.738,-122.449,3
37.738,-122.499,4
37.738,-122.483,3
37.738,-122.42,3
37.738,-122.405,2
37.738,-122.477,2
37.738,-122.378,4
37.738,-122.451,2
37.738,-122.402,1
37.738,-122.431,1
37.739,-122.448,4
37.739,-122.397,6
37.739,-122.492,2
37.739,-122.416,21
37.739,-122.418,20
37.739,-122.437,5
37.739,-122.389,7
37.739,-122.42,17
37.739,-122.48,9
37.739,-122.431,7
37.739,-122.405,3
37.739,-122.447,2
37.739,-122.481,13
37.739,-122.425,20
37.739,-122.424,15
37.739,-122.49,3
37.739,-122.474,16
37.739,-122.381,20
37.739,-122.471,4
37.739,-122.483,4
37.739,-122.412,11
37.739,-122.464,10
37.739,-122.415,16
37.739,-122.387,13
37.739,-122.419,15
37.739,-122.446,4
37.739,-122.385,1
37.739,-122.495,12
37.739,-122.386,23
37.739,-122.434,8
37.739,-122.463,9
37.739,-122.426,14
37.739,-122.423,8
37.739,-122.41,13
37.739,-122.399,6
37.739,-122.43,2
37.739,-122.383,24
37.739,-122.435,3
37.739,-122.393,1
37.739,-122.472,5
37.739,-122.378,21
37.739,-122.428,10
37.739,-122.482,13
37.739,-122.443,2
37.739,-122.449,8
37.739,-122.466,16
37.739,-122.451,1
37.739,-122.494,24
37.739,-122.411,7
37.739,-122.467,5
37.739,-122.39,8
37.739,-122.432,2
37.739,-122.414,14
37.739,-122.479,5
37.739,-122.468,11
37.739,-122.47,7
37.739,-122.413,17
37.739,-122.488,3
37.739,-122.465,11
37.739,-122.382,19
37.739,-122.486,1
37.739,-122.433,5
37.739,-122.402,9
37.739,-122.46,4
37.739,-122.388,5
37.739,-122.473,3
37.739,-122.422,3
37.739,-122.403,5
37.739,-122.398,7
37.739,-122.489,2
37.739,-122.427,4
37.739,-122.392,5
37.739,-122.438,6
37.739,-122.384,18
37.739,-122.487,8
37.739,-122.469,8
37.739,-122.436,13
37.739,-122.4,7
37.739,-122.404,6
37.739,-122.462,4
37.739,-122.429,4
37.739,-122.498,2
37.739,-122.485,5
37.739,-122.407,3
37.739,-122.458,1
37.739,-122.502,3
37.739,-122.417,19
37.739,-122.439,8
37.739,-122.484,5
37.739,-122.477,5
37.739,-122.444,8
37.739,-122.459,1
37.739,-122.504,1
37.739,-122.476,1
37.739,-122.475,7
37.739,-122.445,4
37.739,-122.377,2
37.739,-122.507,1
37.739,-122.491,1
37.739,-122.478,1
37.74,-122.482,7
37.74,-122.399,3
37.74,-122.382,12
37.74,-122.418,23
37.74,-122.378,4
37.74,-122.429,9
37.74,-122.473,11
37.74,-122.494,16
37.74,-122.387,17
37.74,-122.391,4
37.74,-122.419,8
37.74,-122.424,9
37.74,-122.467,19
37.74,-122.407,4
37.74,-122.445,4
37.74,-122.446,2
37.74,-122.466,6
37.74,-122.499,6
37.74,-122.413,16
37.74,-122.377,17
37.74,-122.412,11
37.74,-122.471,10
37.74,-122.411,11
37.74,-122.402,4
37.74,-122.463,23
37.74,-122.42,13
37.74,-122.436,6
37.74,-122.437,8
37.74,-122.383,16
37.74,-122.495,13
37.74,-122.426,3
37.74,-122.439,9
37.74,-122.472,8
37.74,-122.404,8
37.74,-122.485,8
37.74,-122.481,13
37.74,-122.483,14
37.74,-122.464,13
37.74,-122.462,9
37.74,-122.428,9
37.74,-122.465,3
37.74,-122.484,13
37.74,-122.476,5
37.74,-122.41,7
37.74,-122.415,16
37.74,-122.491,5
37.74,-122.414,13
37.74,-122.421,37
37.74,-122.384,12
37.74,-122.47,11
37.74,-122.386,24
37.74,-122.432,8
37.74,-122.406,6
37.74,-122.409,4
37.74,-122.488,1
37.74,-122.49,6
37.74,-122.417,13
37.74,-122.403,3
37.74,-122.433,7
37.74,-122.486,2
37.74,-122.427,5
37.74,-122.45,1
37.74,-122.4,12
37.74,-122.423,13
37.74,-122.469,10
37.74,-122.474,3
37.74,-122.447,3
37.74,-122.502,3
37.74,-122.498,5
37.74,-122.434,7
37.74,-122.451,1
37.74,-122.425,6
37.74,-122.416,20
37.74,-122.389,7
37.74,-122.385,15
37.74,-122.43,8
37.74,-122.438,4
37.74,-122.461,4
37.74,-122.492,6
37.74,-122.401,4
37.74,-122.468,12
37.74,-122.388,12
37.74,-122.504,3
37.74,-122.448,2
37.74,-122.459,1
37.74,-122.39,7
37.74,-122.478,4
37.74,-122.506,1
37.74,-122.422,13
37.74,-122.487,3
37.74,-122.449,4
37.74,-122.452,1
37.74,-122.435,3
37.74,-122.431,14
37.74,-122.44,6
37.74,-122.505,3
37.74,-122.489,2
37.74,-122.479,4
37.74,-122.458,1
37.74,-122.46,2
37.74,-122.501,2
37.74,-122.394,1
37.74,-122.497,3
37.74,-122.496,3
37.741,-122.378,19
37.741,-122.485,16
37.741,-122.471,12
37.741,-122.417,20
37.741,-122.482,14
37.741,-122.466,17
37.741,-122.384,13
37.741,-122.495,24
37.741,-122.389,10
37.741,-122.494,22
37.741,-122.415,7
37.741,-122.413,20
37.741,-122.388,17
37.741,-122.43,8
37.741,-122.44,22
37.741,-122.386,19
37.741,-122.427,11
37.741,-122.385,29
37.741,-122.421,15
37.741,-122.418,17
37.741,-122.377,3
37.741,-122.439,11
37.741,-122.422,19
37.741,-122.48,4
37.741,-122.41,8
37.741,-122.467,8
37.741,-122.426,7
37.741,-122.472,7
37.741,-122.423,8
37.741,-122.433,4
37.741,-122.404,11
37.741,-122.469,9
37.741,-122.45,9
37.741,-122.394,1
37.741,-122.481,18
37.741,-122.488,3
37.741,-122.414,9
37.741,-122.496,4
37.741,-122.451,2
37.741,-122.435,4
37.741,-122.491,4
37.741,-122.484,10
37.741,-122.412,12
37.741,-122.487,14
37.741,-122.483,9
37.741,-122.501,4
37.741,-122.419,22
37.741,-122.399,1
37.741,-122.402,5
37.741,-122.387,15
37.741,-122.492,5
37.741,-122.486,9
37.741,-122.464,1
37.741,-122.453,1
37.741,-122.407,2
37.741,-122.478,8
37.741,-122.432,1
37.741,-122.452,4
37.741,-122.411,3
37.741,-122.463,1
37.741,-122.428,9
37.741,-122.401,6
37.741,-122.42,20
37.741,-122.424,15
37.741,-122.468,9
37.741,-122.396,5
37.741,-122.416,8
37.741,-122.473,9
37.741,-122.465,1
37.741,-122.429,8
37.741,-122.47,13
37.741,-122.497,1
37.741,-122.4,1
37.741,-122.448,1
37.741,-122.493,2
37.741,-122.456,1
37.741,-122.477,4
37.741,-122.431,1
37.741,-122.449,2
37.741,-122.39,6
37.741,-122.479,4
37.741,-122.503,3
37.741,-122.462,1
37.741,-122.459,10
37.741,-122.46,2
37.741,-122.489,3
37.741,-122.455,1
37.741,-122.379,11
37.741,-122.502,1
37.741,-122.457,4
37.741,-122.403,3
37.741,-122.507,1
37.741,-122.506,2
37.741,-122.405,2
37.741,-122.474,2
37.741,-122.454,1
37.741,-122.476,5
37.741,-122.409,1
37.741,-122.434,2
37.741,-122.475,1
37.741,-122.408,3
37.741,-122.395,1
37.741,-122.49,1
37.741,-122.458,1
37.742,-122.422,6
37.742,-122.482,13
37.742,-122.472,3
37.742,-122.387,20
37.742,-122.414,7
37.742,-122.389,12
37.742,-122.47,8
37.742,-122.379,11
37.742,-122.42,27
37.742,-122.495,9
37.742,-122.413,7
37.742,-122.484,11
37.742,-122.419,24
37.742,-122.44,4
37.742,-122.386,14
37.742,-122.39,4
37.742,-122.487,6
37.742,-122.408,18
37.742,-122.384,13
37.742,-122.421,12
37.742,-122.439,7
37.742,-122.428,5
